CustomerID,Orders,Total_Spend
C55636,1,1702.4
C21665,1,1700.72
C69332,1,1695.75
C33315,1,1687.65
C83026,1,1686.9
C94569,2,1675.3500000000001
C43911,1,1674.84
C92407,1,1672.23
C38928,1,1671.56
C28740,1,1670.97
C99683,1,1663.2
C68936,1,1662.75
C35628,1,1660.71
C67561,1,1660.56
C14891,1,1654.96
C99775,1,1654.84
C93276,1,1652.25
C67870,1,1648.8
C85421,1,1641.45
C48577,1,1640.84
C73893,1,1638.4
C49710,1,1637.12
C23555,1,1633.44
C73587,1,1632.84
C27401,1,1619.73
C18138,1,1618.38
C86266,1,1618.32
C20256,1,1616.22
C30686,1,1614.32
C66521,1,1600.28
C64502,1,1600.05
C84700,1,1599.85
C53277,1,1595.16
C33110,1,1584.42
C11893,1,1582.0
C87216,1,1580.35
C65890,1,1577.85
C18944,1,1575.2
C72588,1,1574.7
C88036,1,1571.35
C25580,1,1563.36
C35123,1,1546.92
C57867,1,1543.68
C62042,1,1539.9
C76653,1,1539.4
C59752,1,1538.8
C66149,1,1537.28
C58638,1,1531.52
C50274,1,1528.26
C53627,1,1527.45
C60029,1,1524.36
C64516,1,1517.37
C49111,1,1510.17
C77763,1,1508.31
C44148,1,1505.72
C29059,1,1503.9
C26445,1,1500.24
C60572,1,1497.63
C53334,1,1496.04
C11998,1,1495.98
C90898,1,1491.95
C60384,1,1484.28
C49831,1,1474.29
C41598,1,1472.76
C61280,1,1472.22
C10002,1,1470.03
C12813,1,1462.7
C53645,1,1450.59
C69471,1,1448.24
C18826,1,1443.3
C54298,1,1437.63
C43338,1,1435.95
C99217,1,1435.65
C56928,1,1435.0
C12487,1,1427.07
C15228,1,1422.42
C80868,1,1420.47
C67387,1,1418.65
C71486,1,1407.96
C29432,1,1406.22
C58503,1,1402.6
C35117,1,1395.86
C73514,1,1395.15
C94257,1,1394.38
C43249,1,1391.43
C27305,1,1390.58
C16702,1,1390.17
C79722,1,1382.2
C77800,1,1378.02
C99023,1,1371.8
C86374,1,1363.85
C84115,1,1362.87
C46920,1,1362.12
C51694,1,1361.7
C37594,1,1361.2
C46651,2,1360.8899999999999
C23899,1,1358.45
C19071,1,1352.94
C21181,1,1350.2
C10126,1,1349.8
C37531,1,1349.3
C41137,1,1347.39
C75888,1,1346.7
C20257,1,1343.9
C81319,1,1342.15
C51811,1,1335.36
C26210,1,1334.25
C30722,1,1333.9
C68609,1,1330.32
C35355,1,1327.6
C20095,1,1325.06
C51921,1,1318.59
C98332,1,1316.67
C45671,1,1314.96
C26364,1,1314.24
C35711,1,1308.48
C11127,1,1306.65
C90132,1,1304.65
C37454,1,1303.35
C43842,1,1303.14
C10154,1,1303.04
C38068,1,1302.65
C61225,1,1300.5
C18353,1,1299.99
C72007,1,1298.55
C28049,1,1293.38
C54675,1,1291.7
C43538,1,1290.18
C20881,1,1288.1
C46210,1,1286.64
C61549,1,1286.04
C45899,1,1285.96
C24301,1,1284.08
C95856,1,1279.76
C17103,1,1278.36
C63657,1,1274.67
C33260,1,1270.59
C55819,1,1268.75
C78724,1,1266.39
C70452,1,1265.28
C90318,1,1259.12
C17075,1,1259.04
C25783,1,1253.4
C73941,1,1250.44
C35852,2,1248.39
C14017,1,1248.32
C51481,1,1244.2
C98278,1,1241.49
C13540,1,1239.64
C11906,1,1237.59
C60699,1,1235.85
C62557,1,1232.64
C92294,1,1225.4
C29483,1,1222.88
C74003,1,1221.28
C94381,1,1216.08
C55388,1,1213.86
C17921,1,1210.6
C32650,1,1210.52
C87432,1,1208.2
C19402,1,1204.68
C41331,1,1203.05
C47307,1,1202.86
C91123,1,1202.24
C99050,1,1201.14
C35168,1,1199.72
C13324,1,1199.48
C80651,1,1194.51
C42235,1,1193.44
C91941,1,1188.0
C67528,1,1185.12
C27078,1,1181.9
C38065,1,1178.55
C13100,1,1177.64
C19759,1,1176.6
C46509,1,1174.98
C65251,1,1168.35
C47761,1,1165.4
C48646,1,1159.1
C70010,1,1153.85
C89674,1,1151.66
C62661,1,1147.11
C85330,1,1140.45
C87687,1,1137.21
C97148,1,1135.16
C88371,1,1132.64
C92548,1,1132.25
C50422,1,1129.16
C81857,1,1127.64
C53049,1,1126.12
C14552,1,1120.0
C56938,1,1117.8
C80135,1,1107.55
C49838,1,1105.66
C90292,1,1105.28
C40949,1,1105.26
C90612,1,1103.25
C55606,1,1102.0
C66078,1,1101.12
C73225,1,1100.36
C10787,1,1099.28
C63365,1,1098.9
C14847,2,1097.81
C56622,1,1095.34
C42372,1,1093.0
C78305,1,1092.42
C77961,1,1087.59
C80416,1,1087.15
C53545,1,1084.17
C40798,1,1081.98
C24369,1,1079.19
C93821,1,1075.44
C67936,1,1072.5
C99173,1,1070.52
C36150,1,1069.82
C14683,1,1069.34
C59337,1,1068.86
C29905,1,1067.9
C28976,1,1067.62
C96787,1,1066.04
C69149,1,1062.98
C83556,1,1059.16
C52751,1,1055.72
C60037,1,1054.92
C25149,1,1054.48
C26718,1,1052.36
C77085,1,1050.32
C64753,1,1050.08
C38642,1,1046.0
C48510,1,1042.8
C27203,1,1040.85
C40136,1,1039.56
C37375,1,1036.46
C95984,1,1033.2
C77872,1,1027.18
C46967,1,1026.84
C97749,1,1026.06
C91099,1,1025.3
C99205,1,1024.66
C60178,1,1023.45
C91103,1,1023.44
C54409,1,1018.17
C54160,1,1010.13
C64549,1,1006.1
C84041,1,1001.6
C60355,1,1000.58
C69476,1,996.28
C39017,1,994.3799999999999
C32798,1,993.24
C96822,1,989.56
C68078,1,987.76
C87529,1,987.64
C85059,1,987.4
C58063,1,987.26
C61943,1,985.8
C49995,1,984.44
C25534,1,984.2
C61773,1,981.12
C92180,1,977.8
C51494,1,977.74
C95568,1,973.4100000000001
C93768,1,972.9000000000001
C26152,1,972.7
C96261,1,970.74
C56851,1,958.15
C47823,1,956.72
C61070,1,951.56
C34337,1,950.5500000000001
C65905,1,950.4000000000001
C16693,1,949.72
C39664,1,946.25
C74519,1,945.81
C79842,1,945.64
C35854,1,939.85
C24047,1,937.8
C20670,1,935.82
C85074,1,934.8
C30168,1,933.99
C39246,1,931.4
C46316,1,930.36
C50304,1,930.3
C18169,1,929.84
C11676,1,929.0
C95271,1,927.6600000000001
C36174,1,926.94
C83653,1,925.04
C96283,1,924.03
C10642,1,922.74
C55757,1,922.26
C30643,1,918.8700000000001
C31072,1,916.4
C97485,1,915.64
C57861,1,915.48
C15629,1,912.4499999999999
C59554,1,912.08
C25841,1,904.6500000000001
C48846,1,904.1
C90348,1,899.0
C51898,1,898.44
C59579,1,897.7
C47284,1,893.01
C13186,1,889.68
C18167,1,887.84
C94658,1,886.44
C14568,1,885.32
C33051,1,883.08
C36825,1,877.52
C29844,1,877.24
C62656,1,873.72
C79674,1,873.68
C36014,1,869.94
C26637,1,869.8000000000001
C67687,1,868.6
C40882,1,868.52
C68976,1,868.25
C65180,1,858.16
C16675,1,857.4
C26137,1,856.18
C44267,1,853.4
C32687,1,852.44
C91255,1,851.1
C68937,1,850.06
C58443,1,848.64
C37032,1,847.76
C90431,1,844.68
C18473,1,840.58
C52914,1,839.96
C52313,1,836.52
C86064,1,834.1200000000001
C48207,1,833.62
C53697,1,827.36
C76140,1,826.4
C32943,1,824.28
C85018,1,824.25
C84645,1,822.98
C99879,1,821.8799999999999
C59724,1,819.5
C87777,1,816.64
C12245,1,815.58
C88546,1,813.84
C85322,1,813.06
C65021,1,809.92
C61384,1,802.3499999999999
C29758,1,798.64
C77736,1,798.08
C66196,1,796.9
C32121,1,795.24
C55205,1,793.4
C10866,1,789.5699999999999
C86773,1,789.44
C29314,1,788.6
C59685,1,788.32
C44366,1,776.44
C56506,1,773.52
C72596,1,770.32
C96664,1,769.3799999999999
C88304,1,768.28
C90310,1,762.56
C36938,1,761.9399999999999
C91518,1,759.1500000000001
C10892,1,754.94
C58168,1,754.4399999999999
C92086,1,749.2
C41460,1,747.75
C79506,1,746.34
C46504,1,745.84
C36997,1,745.64
C74499,1,744.46
C75619,1,742.58
C68553,1,742.41
C77046,1,741.64
C77166,1,741.33
C41284,1,737.92
C86524,1,732.46
C93220,1,730.34
C36540,1,728.32
C97715,1,727.82
C63727,1,724.28
C61162,1,721.0
C24765,1,719.72
C36137,1,717.24
C41709,1,712.7
C76362,1,709.5
C91155,2,704.8199999999999
C32029,1,701.44
C97454,1,698.8
C40771,1,697.96
C21043,1,694.5
C31772,1,693.41
C61521,1,690.02
C25162,1,688.36
C84766,1,688.04
C72293,1,688.02
C29072,1,687.98
C45104,1,687.89
C99024,1,684.65
C55354,1,684.22
C16429,1,679.65
C56796,1,678.38
C99533,1,678.01
C55454,1,677.48
C15017,1,675.57
C91245,1,675.33
C58858,1,674.64
C22123,1,672.89
C70426,1,672.64
C36992,1,671.37
C35483,1,671.0999999999999
C97187,1,670.54
C54499,1,668.48
C82550,1,667.66
C50159,1,667.02
C25918,1,666.9499999999999
C25268,1,665.11
C42451,1,665.05
C83492,1,664.42
C89559,1,662.84
C73873,1,661.38
C42949,1,660.66
C25445,1,658.5
C52915,1,657.08
C26223,1,657.07
C31764,1,655.09
C30923,1,654.27
C83223,1,650.84
C21191,2,647.77
C24347,1,646.9
C99904,1,646.74
C19368,1,646.44
C58410,1,645.46
C12740,1,644.75
C17136,1,641.96
C99589,1,641.39
C42108,1,641.36
C56266,1,640.88
C59823,1,640.28
C58341,1,639.83
C35100,1,639.82
C10211,1,635.9000000000001
C18104,1,635.9000000000001
C98096,1,635.54
C35136,1,634.94
C71122,1,634.4
C78959,1,632.4
C16012,1,630.82
C25123,1,629.21
C32011,1,628.89
C16400,1,628.4399999999999
C44674,1,627.34
C95100,1,627.2
C72664,1,627.15
C70352,1,626.6
C55590,1,625.51
C26163,1,625.1
C87524,1,625.0
C76700,1,623.82
C28893,1,620.21
C26188,1,618.68
C58721,1,617.58
C18724,1,616.1
C40427,1,613.98
C42306,1,612.8100000000001
C74928,1,612.48
C29931,1,612.36
C47086,1,609.16
C18187,1,605.28
C33802,1,604.87
C22429,1,604.8
C88348,1,604.47
C40648,1,603.76
C93618,1,603.63
C55464,1,601.36
C16612,1,600.54
C49137,1,598.46
C39791,1,597.06
C19722,1,596.24
C53631,1,595.89
C71471,1,595.54
C65414,1,595.42
C49517,1,594.96
C82858,1,593.91
C21227,1,590.87
C50732,1,590.04
C94698,1,586.62
C30513,1,586.44
C31105,1,583.99
C61440,1,583.9
C60203,1,583.7
C50121,1,583.18
C65744,1,582.04
C14737,1,581.64
C54390,1,580.74
C43330,1,580.47
C15257,1,580.2
C50683,1,576.42
C23978,1,576.35
C20752,1,572.13
C20286,1,571.9
C53252,1,570.32
C79142,1,569.96
C31668,1,569.35
C29885,1,568.3199999999999
C66349,1,565.85
C96695,1,564.86
C62622,1,562.61
C39550,1,558.27
C91454,1,557.76
C72290,1,556.2
C23637,1,553.56
C57093,1,553.41
C55778,1,551.9
C43335,1,548.24
C77499,1,547.4399999999999
C12609,1,547.32
C38024,1,546.86
C39106,1,546.19
C59572,1,542.07
C40466,1,541.64
C58808,1,539.66
C98635,1,538.68
C49009,1,537.4
C13169,1,536.07
C49187,1,535.5
C14427,1,533.9
C38845,1,532.89
C12301,1,531.74
C79821,1,531.18
C73961,1,530.24
C22534,1,529.19
C82318,1,528.06
C64638,1,527.57
C15849,1,525.43
C43867,1,524.06
C17389,1,522.08
C54277,1,519.16
C66906,1,518.64
C17551,1,518.39
C66254,1,515.32
C67932,1,514.98
C63378,1,512.39
C71076,1,511.98
C81547,1,510.52
C94037,1,510.28
C63822,1,507.56
C56564,1,507.48
C31371,1,507.36
C61257,1,507.34
C52604,1,506.5
C50682,1,501.96
C47022,1,500.97
C37249,1,491.72
C14240,1,491.11
C51024,1,489.8
C40863,1,489.39
C61618,1,488.8
C43546,1,485.91
C61957,1,483.38
C42270,1,482.98
C17591,1,479.76
C20624,1,479.56
C40304,1,479.36
C29063,1,478.75
C11849,1,476.5
C70246,1,476.22
C82685,1,475.98
C44619,1,475.11
C77357,1,474.6
C27430,1,474.25
C39416,1,473.96
C84563,1,472.66
C22981,1,472.2
C76761,1,470.04
C10477,1,466.42
C93007,1,465.66
C39648,1,465.33
C81882,1,463.92
C27072,1,463.11
C95667,1,463.08
C17470,1,461.9
C62405,1,460.72
C29620,1,460.13
C44277,1,458.63
C59139,1,458.35
C49605,1,457.82
C70921,1,457.08
C11210,1,454.6
C25382,1,454.35
C70506,1,454.23
C11921,1,452.7
C87448,1,450.07
C29405,1,448.74
C11940,1,448.02
C93375,1,446.16
C73813,1,445.2
C67818,1,442.39
C19266,1,442.17
C85466,1,441.87
C14600,1,441.8
C85929,1,440.73
C19439,1,440.34
C14553,1,440.1899999999999
C90573,1,438.93
C77122,1,438.37
C19937,1,438.34
C94921,1,438.2
C71035,1,436.77
C70999,1,433.32
C37412,1,432.47
C84329,1,431.44
C41508,1,429.96
C35785,1,427.82
C39260,1,427.66
C13501,1,427.6
C30184,1,427.06
C15063,1,426.1
C62740,1,424.4
C40538,1,423.64
C60672,1,423.4
C69542,1,422.54
C45187,1,420.65
C84908,1,420.26
C38134,1,419.88
C90110,1,418.36
C70554,1,418.35
C39256,1,417.1
C48601,1,414.47
C50565,1,411.34
C63150,1,410.91
C89822,1,410.78
C81366,1,410.6
C64554,1,410.52
C53488,1,410.52
C84834,1,409.02
C97735,1,408.5
C82068,1,408.13
C89732,1,406.22
C38669,1,405.28
C65565,1,402.15
C29697,1,401.82
C42577,1,399.98
C16253,1,399.4
C85863,1,397.4399999999999
C28828,1,395.88
C14457,1,395.4
C72043,1,394.53
C88644,1,392.61
C49720,1,391.83
C90595,1,391.45
C95269,1,389.7
C36778,1,388.33
C17132,1,386.03
C30010,1,382.23
C41132,1,381.61
C15283,1,381.02
C87547,1,380.12
C94323,1,379.05
C51404,1,378.12
C72533,1,376.76
C73999,1,375.76
C34555,1,372.8
C20338,1,370.85
C26340,1,369.2
C52342,1,369.15
C90350,1,367.34
C70633,1,367.34
C50087,1,366.33
C18567,1,365.84
C80183,1,365.57
C50967,1,364.8
C40140,1,363.2
C37969,1,362.46
C38785,1,361.0
C17302,1,359.99
C43965,1,359.92
C98450,1,357.64
C76929,1,356.81
C54886,1,355.15
C10791,1,355.09
C54494,1,352.92
C19384,1,351.16
C75439,1,344.43
C77344,1,343.31
C78170,1,341.7
C67583,1,338.31
C11665,1,337.38
C93948,1,336.87
C21147,1,335.1
C60215,1,334.4
C90142,1,334.39
C19742,1,332.09
C35397,1,331.55
C23334,1,331.06
C64160,1,330.98
C62666,1,322.5
C66116,1,322.45
C24212,1,322.08
C47486,1,320.92
C16776,1,320.0
C17388,1,317.25
C72166,1,314.38
C94479,1,314.05
C54829,1,312.55
C80649,1,312.11
C74169,1,310.93
C62277,1,309.88
C48946,1,309.85
C36688,1,305.17
C64935,1,304.11
C26767,1,303.6
C28712,1,303.32
C75739,1,302.7
C82990,1,300.1
C24901,1,299.7
C48965,1,299.35
C21905,1,298.06
C21944,1,297.75
C20448,1,296.44
C57601,1,294.6
C54725,1,289.32
C73996,1,287.64
C39000,1,287.46
C40967,1,287.25
C64128,1,284.64
C12459,1,284.16
C14080,1,283.69
C12607,1,281.52
C48120,1,280.25
C88370,1,279.9
C67604,1,279.38
C11829,1,279.14
C30711,1,278.66
C28386,1,277.09
C44492,1,277.05
C75456,1,276.66
C62512,1,275.22
C33540,1,273.19
C50275,1,269.65
C26817,1,268.56
C91486,1,268.32
C30334,1,267.1
C73629,1,265.64
C53215,1,265.38
C22101,1,265.2
C11657,1,264.4
C47283,1,263.96
C24884,1,260.26
C16790,1,258.96
C28889,1,258.87
C35566,1,258.76
C60547,1,257.0
C34134,1,254.12
C49282,1,253.7
C12472,1,252.93
C22991,1,252.68
C21953,1,250.46
C32347,1,249.81
C53501,1,249.57
C94595,1,247.64
C15924,1,245.89
C92788,1,243.71
C33099,1,241.9
C46557,1,237.18
C64579,1,234.37
C12444,1,230.88
C50612,1,226.64
C99271,1,226.58
C39130,1,226.55
C12667,1,223.3
C21437,1,222.73
C74562,1,220.77
C39671,1,217.56
C42365,1,214.08
C13525,1,212.79
C56553,1,212.43
C35091,1,211.14
C25503,1,211.14
C46877,1,210.7
C84320,1,208.95
C82921,1,208.36
C87764,1,206.82
C48649,1,204.36
C10222,1,204.08
C30477,1,201.58
C87124,1,198.51
C45482,1,198.2
C82313,1,197.58
C74138,1,196.94
C22919,1,195.86
C29568,1,194.44
C56969,2,193.0
C29467,1,191.76
C12818,1,191.04
C15146,1,190.55
C16758,1,188.31
C40201,1,185.82
C17966,1,185.74
C62169,1,184.15
C14837,1,183.18
C96494,1,179.22
C31810,1,178.44
C20124,1,177.46
C62070,1,176.58
C94508,1,176.28
C45862,1,176.1
C86481,1,171.59
C30955,1,167.6
C94671,1,167.15
C69167,1,165.03
C14455,1,164.85
C65497,1,163.32
C52184,1,162.77
C12408,1,161.54
C25406,1,161.24
C41903,1,160.8
C48713,1,159.8
C82399,1,158.68
C81074,1,157.72
C38262,1,155.27
C10054,1,153.48
C90993,1,153.12
C44778,1,153.0
C37235,1,151.04
C98354,1,151.02
C29416,1,150.17
C93861,1,147.42
C11473,1,146.82
C26118,1,144.78
C83548,1,144.25
C18037,1,140.68
C96583,1,139.36
C61668,1,139.28
C99128,1,138.33
C79909,1,137.62
C79508,1,135.17
C29914,1,133.39
C12039,1,132.68
C35043,1,132.15
C80987,1,132.05
C43721,1,131.61
C80735,1,130.14
C93379,1,128.85
C23917,1,127.55
C25110,1,126.42
C12479,1,124.1
C68508,1,123.28
C54595,1,121.96
C96034,1,121.08
C23947,1,120.98
C84570,1,120.2
C13923,1,118.8
C49491,1,114.7
C70495,1,114.14
C98483,1,110.7
C56722,1,110.35
C82781,1,109.68
C54759,1,109.29
C13296,1,108.82
C48790,1,107.7
C21126,1,107.04
C70529,1,105.92
C87011,1,101.16
C34416,1,99.24
C50114,1,98.16
C99214,1,97.85999999999999
C77363,1,96.81
C58156,1,95.1
C12421,1,93.02
C91201,1,93.0
C89336,1,92.79
C86864,1,92.72
C88933,1,92.04
C66438,1,90.27
C23279,1,87.34
C44733,1,87.06
C36497,1,86.3
C72862,1,84.8
C86408,1,84.28
C47365,1,82.0
C14005,1,80.46
C25316,1,79.06
C66567,1,79.02
C44176,1,77.64
C39551,1,76.93
C36467,1,75.78
C39906,1,75.01
C59774,1,72.6
C87051,1,72.31
C45175,1,70.82
C27438,1,70.32
C65107,1,70.24
C34686,1,68.39
C39639,1,65.95
C32854,1,65.45
C94248,1,64.66
C49938,1,62.12
C29701,1,61.62
C29092,1,60.04
C50137,1,59.19
C93175,1,58.76
C24769,1,57.1
C50211,1,53.0
C62312,1,52.54
C84888,1,51.73
C25587,1,48.4
C11644,1,46.66
C36492,1,45.94
C73370,1,44.35
C62627,1,41.09
C96636,1,39.56
C63018,1,38.49
C81573,1,36.65
C48531,1,30.54
C11985,1,30.44
C28552,1,29.86
C67533,1,26.95
C29318,1,24.48
C28406,1,23.53
C69168,1,21.19
C88174,1,18.2
C49726,1,17.98
C14983,1,17.24
C98276,1,14.06
C32570,1,11.39
